,Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Sales_Method,Profit_Margin
5912,Foot Locker,1185732,12/9/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,39,52,203,116,Online,42.86
5913,Foot Locker,1185732,12/17/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38,52,198,79,Online,60.1
5914,Foot Locker,1185732,7/4/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,36,52,187,90,Online,51.87
5915,Amazon,1185732,10/26/2021,Northeast,Maine,Portland,Women's Street Footwear,27,52,140,77,Online,45
5916,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Athletic Footwear,52,52,270,135,Online,50
5917,Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,52,120,62,Online,48.33
5918,West Gear,1128299,9/25/2021,West,Oregon,Portland,Women's Athletic Footwear,49,52,255,117,Online,54.12
5919,Amazon,1185732,1/22/2021,Midwest,Ohio,Columbus,Men's Apparel,46,52,239,112,Online,53.14
5920,Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,29,52,151,83,Online,45.03
5921,Foot Locker,1185732,11/22/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,52,52,270,135,Online,50
5922,West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,18,52,94,49,Online,47.87
5923,Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,49,52,255,117,Online,54.12
5924,Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,52,198,81,Online,59.09
5925,West Gear,1185732,11/6/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,34,52,177,72,Online,59.32
5926,West Gear,1185732,6/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24,52,125,55,Online,56
5927,West Gear,1185732,9/4/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,38,52,198,99,Online,50
5928,West Gear,1185732,2/10/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,34,52,177,90,Online,49.15
5929,West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,14,52,73,36,Online,50.68
5930,West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Women's Apparel,32,52,166,73,Online,56.02
5931,Foot Locker,1185732,10/22/2021,Northeast,Maryland,Baltimore,Women's Apparel,60,52,312,125,Online,59.94
5932,Foot Locker,1185732,10/15/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,50,52,260,143,Online,45
5933,Kohl's,1185732,8/7/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,36,52,187,95,Online,49.2
5934,Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Men's Apparel,51,52,265,117,Online,55.85
5935,Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,45,52,234,115,Online,50.85
5936,Foot Locker,1185732,6/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,43,51,219,103,Online,52.97
5937,Foot Locker,1185732,7/4/2021,Midwest,Illinois,Chicago,Men's Apparel,46,51,235,117,Online,50.21
5938,Foot Locker,1185732,11/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36,51,184,99,Online,46.2
5939,Foot Locker,1185732,11/15/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,58,51,296,175,Online,40.88
5940,Foot Locker,1185732,11/25/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38,51,194,93,Online,52.06
5941,Amazon,1185732,11/14/2021,Northeast,Maine,Portland,Women's Athletic Footwear,41,51,209,88,Online,57.89
5942,Amazon,1185732,12/24/2021,Northeast,Maine,Portland,Women's Athletic Footwear,41,51,209,86,Online,58.85
5943,West Gear,1128299,2/17/2021,South,Louisiana,New Orleans,Men's Apparel,48,51,245,147,Online,40
5944,Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,41,51,209,100,Online,52.15
5945,Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,41,51,209,94,Online,55.02
5946,Sports Direct,1185732,2/9/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,34,51,173,75,Online,56.65
5947,Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,42,51,214,105,Online,50.93
5948,Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,37,51,189,81,Online,57.14
5949,Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29,51,148,62,Online,58.11
5950,Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,27,51,138,61,Online,55.8
5951,Foot Locker,1185732,8/6/2021,Midwest,Iowa,Des Moines,Men's Apparel,48,51,245,147,Online,40
5952,West Gear,1185732,7/2/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,38,51,194,81,Online,58.25
5953,Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,46,51,235,106,Online,54.89
5954,Foot Locker,1185732,11/21/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45,51,230,108,Online,53.04
5955,Foot Locker,1185732,12/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,54,51,275,113,Online,58.91
5956,Kohl's,1185732,4/7/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,33,51,168,77,Online,54.17
5957,Kohl's,1185732,4/7/2021,Northeast,New Jersey,Newark,Women's Street Footwear,24,51,122,61,Online,50
5958,Kohl's,1185732,9/6/2021,Northeast,New Jersey,Newark,Women's Street Footwear,39,51,199,105,Online,47.24
5959,Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,50,51,255,107,Online,58.04
5960,Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,23,51,117,61,Online,47.86
5961,Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,32,51,163,88,Online,46.01
5962,Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42,51,214,77,Online,64.02
5963,Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Apparel,66,51,337,162,Online,51.93
5964,Foot Locker,1185732,11/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,37,51,189,60,Outlet,68.25
5965,Foot Locker,1185732,11/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,27,51,138,58,Outlet,57.97
5966,Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Men's Apparel,36,51,184,68,Outlet,63.04
5967,Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,27,51,138,63,Outlet,54.35
5968,Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,28,51,143,51,Outlet,64.34
5969,Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,22,51,112,35,Outlet,68.75
5970,Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,40,51,204,55,Outlet,73.04
5971,Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,33,51,168,47,Outlet,72.02
5972,Foot Locker,1185732,10/31/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,40,50,2000,800,Outlet,60
5973,Foot Locker,1185732,11/8/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,50,50,2500,750,In-store,70
5974,Foot Locker,1185732,11/13/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,50,2000,700,In-store,65
5975,Foot Locker,1185732,5/30/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,50,1500,600,Outlet,60
5976,Foot Locker,1185732,6/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,50,50,2500,875,Outlet,65
5977,Foot Locker,1185732,6/18/2021,Midwest,Nebraska,Omaha,Men's Apparel,50,50,2500,875,Outlet,65
5978,Foot Locker,1185732,7/16/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,50,1500,525,Outlet,65
5979,Amazon,1185732,10/27/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35,50,1750,525,Outlet,70
5980,West Gear,1185732,2/22/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30,50,1500,525,In-store,65
5981,West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30,50,1500,525,In-store,65
5982,West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Men's Apparel,45,50,2250,675,In-store,70
5983,Foot Locker,1185732,2/8/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,50,1500,600,In-store,60
5984,Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,50,1500,600,In-store,60
5985,Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Men's Apparel,45,50,2250,675,In-store,70
5986,Foot Locker,1185732,7/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,39,50,195,105,Online,46.15
5987,Foot Locker,1185732,7/16/2021,Midwest,Illinois,Chicago,Men's Apparel,49,50,245,123,Online,49.8
5988,Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41,50,205,92,Online,55.12
5989,Amazon,1185732,10/29/2021,Northeast,Maine,Portland,Women's Apparel,36,50,180,99,Online,45
5990,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Athletic Footwear,52,50,260,112,Online,56.92
5991,West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,29,50,145,70,Online,51.72
5992,Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,37,50,185,78,Online,57.84
5993,Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45,50,225,101,Online,55.11
5994,Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,56,50,280,126,Online,55
5995,Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,23,50,115,52,Online,54.78
5996,West Gear,1185732,5/4/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,39,50,195,96,Online,50.77
5997,West Gear,1185732,7/2/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,48,50,240,149,Online,37.92
5998,West Gear,1185732,8/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,39,50,195,88,Online,54.87
5999,West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,27,50,135,61,Online,54.81
6000,West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Men's Apparel,51,50,255,107,Online,58.04
6001,West Gear,1185732,2/17/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,38,50,190,105,Online,44.74
6002,West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33,50,165,91,Online,44.85
6003,Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,54,50,270,108,Online,60
6004,Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Women's Apparel,33,50,165,86,Online,47.88
6005,Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,28,50,140,55,Online,60.71
6006,Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Men's Apparel,58,50,290,136,Online,53.1
6007,West Gear,1128299,3/16/2021,South,Louisiana,New Orleans,Men's Apparel,40,50,200,102,Outlet,49
6008,Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,30,50,150,60,Outlet,60
6009,Foot Locker,1185732,7/22/2021,Midwest,Illinois,Chicago,Men's Apparel,49,49,240,110,Online,54.17
6010,Foot Locker,1185732,8/1/2021,Midwest,Illinois,Chicago,Women's Street Footwear,48,49,235,111,Online,52.77
6011,Foot Locker,1185732,11/17/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38,49,186,76,Online,59.14
6012,Foot Locker,1185732,12/25/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44,49,216,106,Online,50.93
6013,Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Apparel,44,49,216,116,Online,46.3
6014,Amazon,1185732,4/22/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,41,49,201,96,Online,52.24
6015,Amazon,1185732,4/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,38,49,186,102,Online,45.16
6016,West Gear,1197831,2/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19,49,93,47,Online,49.46
6017,West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,34,49,167,78,Online,53.29
6018,Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,32,49,157,71,Online,54.78
6019,Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,43,49,211,103,Online,51.18
6020,Foot Locker,1185732,4/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,18,49,88,43,Online,51.14
6021,Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,24,49,118,47,Online,60.17
6022,West Gear,1185732,11/6/2021,Midwest,Iowa,Des Moines,Men's Apparel,55,49,270,162,Online,40
6023,West Gear,1185732,5/4/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33,49,162,73,Online,54.94
6024,West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34,49,167,82,Online,50.9
6025,West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,42,49,206,97,Online,52.91
6026,West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,23,49,113,53,Online,53.1
6027,West Gear,1185732,2/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,34,49,167,88,Online,47.31
6028,West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23,49,113,60,Online,46.9
6029,West Gear,1185732,3/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,33,49,162,73,Online,54.94
6030,Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Men's Apparel,46,49,225,92,Online,59.11
6031,Foot Locker,1185732,10/15/2021,Northeast,Delaware,Wilmington,Men's Apparel,62,49,304,122,Online,59.87
6032,Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,53,49,260,112,Online,56.92
6033,Foot Locker,1185732,2/8/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,24,49,118,59,Online,50
6034,Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,43,49,211,95,Online,54.98
6035,Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44,49,216,88,Online,59.26
6036,Foot Locker,1185732,11/21/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,49,48,235,118,Online,49.79
6037,Foot Locker,1185732,11/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,43,48,206,87,Outlet,57.77
6038,Foot Locker,1185732,12/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,51,48,245,95,Outlet,61.22
6039,Amazon,1185732,2/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,30,48,144,55,Outlet,61.81
6040,Foot Locker,1185732,6/4/2021,Midwest,Illinois,Chicago,Men's Apparel,53,47,249,122,Online,51
6041,Foot Locker,1185732,7/3/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,38,47,179,95,Online,46.93
6042,Foot Locker,1185732,12/31/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,63,47,296,136,Online,54.05
6043,West Gear,1128299,1/18/2020,West,Nevada,Las Vegas,Men's Apparel,55,47,259,181,Online,30.12
6044,Foot Locker,1185732,11/3/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,38,47,179,98,Online,45.25
6045,Foot Locker,1185732,11/18/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,33,47,155,70,Online,54.84
6046,Foot Locker,1185732,12/1/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,33,47,155,76,Online,50.97
6047,Foot Locker,1185732,5/29/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,23,47,108,54,Online,50
6048,Amazon,1185732,11/7/2021,Northeast,Maine,Portland,Women's Street Footwear,42,47,197,107,Online,45.69
6049,Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,43,47,202,109,Online,46.04
6050,Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,19,47,89,43,Online,51.69
6051,Foot Locker,1185732,2/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,39,47,183,81,Online,55.74
6052,Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,38,47,179,82,Online,54.19
6053,Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,39,47,183,79,Online,56.83
6054,Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,19,47,89,40,Online,55.06
6055,Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37,47,174,71,Online,59.2
6056,West Gear,1185732,6/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,24,47,113,46,Online,59.29
6057,West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,47,118,61,Online,48.31
6058,West Gear,1185732,10/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,32,47,150,80,Online,46.67
6059,West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42,47,197,91,Online,53.81
6060,Foot Locker,1185732,6/22/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,37,47,174,87,Online,50
6061,Foot Locker,1185732,1/17/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,32,47,150,83,Online,44.67
6062,Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Men's Apparel,41,47,193,77,Online,60.1
6063,Kohl's,1185732,2/8/2021,Northeast,New Jersey,Newark,Men's Apparel,41,47,193,77,Online,60.1
6064,Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,38,47,179,80,Online,55.31
6065,Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44,47,207,81,Online,60.87
6066,Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Apparel,51,47,240,117,Online,51.25
6067,Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,62,47,291,125,Online,57.04
6068,Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Apparel,43,47,202,69,Outlet,65.84
6069,West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,47,71,30,Outlet,57.75
6070,Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29,47,136,59,Outlet,56.62
6071,Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Men's Apparel,39,47,183,59,Outlet,67.76
6072,Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,30,47,141,42,Outlet,70.21
6073,Foot Locker,1185732,10/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,34,46,156,81,Online,48.08
6074,Foot Locker,1185732,12/7/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,61,46,281,129,Online,54.09
6075,West Gear,1128299,6/11/2020,West,Washington,Seattle,Men's Apparel,69,46,317,121,Online,61.83
6076,Foot Locker,1185732,6/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,27,46,124,56,Online,54.84
6077,Foot Locker,1185732,6/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33,46,152,79,Online,48.03
6078,Amazon,1185732,10/25/2021,Northeast,Maine,Portland,Men's Athletic Footwear,39,46,179,88,Online,50.84
6079,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Athletic Footwear,54,46,248,107,Online,56.85
6080,Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,49,46,225,88,Online,60.89
6081,Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Women's Street Footwear,59,46,271,109,Online,59.78
6082,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Apparel,46,46,212,63,Online,70.28
6083,Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Apparel,55,46,253,71,Online,71.94
6084,Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Men's Apparel,29,46,133,65,Online,51.13
6085,Foot Locker,1185732,2/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,48,46,221,99,Online,55.2
6086,Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43,46,198,83,Online,58.08
6087,Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,47,46,216,99,Online,54.17
6088,West Gear,1185732,6/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,34,46,156,94,Online,39.74
6089,West Gear,1185732,8/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,48,46,221,144,Online,34.84
6090,West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29,46,133,63,Online,52.63
6091,West Gear,1185732,2/22/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,24,46,110,52,Online,52.73
6092,Kohl's,1185732,8/7/2021,Northeast,New Jersey,Newark,Men's Apparel,46,46,212,91,Online,57.08
